# Region type : patch outlet
# Faces  :   1804
# Area   :   7.100642e-03
# Time       	sum(phi)
0.0065       	2.836262e-02
0.00655      	2.836262e-02
0.0066       	2.836262e-02
0.00665      	2.836262e-02
0.0067       	2.836262e-02
0.00675      	2.836262e-02
0.0068       	2.836262e-02
0.00685      	2.836262e-02
0.0069       	2.836262e-02
0.00695      	2.836262e-02
0.007        	2.836262e-02
0.00705      	2.836262e-02
0.0071       	2.836262e-02
0.00715      	2.836262e-02
0.0072       	2.836262e-02
0.00725      	2.836262e-02
0.0073       	2.836262e-02
0.00735      	2.836261e-02
0.0074       	2.836262e-02
0.00745      	2.836262e-02
0.0075       	2.836262e-02
0.00755      	2.836262e-02
0.0076       	2.836262e-02
0.00765      	2.836262e-02
0.0077       	2.836262e-02
0.00775      	2.836262e-02
0.0078       	2.836262e-02
0.00785      	2.836262e-02
0.0079       	2.836262e-02
0.00795      	2.836262e-02
0.008        	2.836262e-02
0.00805      	2.836262e-02
0.0081       	2.836262e-02
0.00815      	2.836262e-02
0.0082       	2.836262e-02
0.00825      	2.836260e-02
0.0083       	2.836262e-02
0.00835      	2.836262e-02
0.0084       	2.836262e-02
0.00845      	2.836262e-02
0.0085       	2.836262e-02
0.00855      	2.836262e-02
0.0086       	2.836261e-02
0.00865      	2.836262e-02
0.0087       	2.836261e-02
0.00875      	2.836262e-02
0.0088       	2.836262e-02
0.00885      	2.836262e-02
0.0089       	2.836261e-02
0.00895      	2.836262e-02
0.009        	2.836262e-02
0.00905      	2.836262e-02
0.0091       	2.836260e-02
0.00915      	2.836262e-02
0.0092       	2.836261e-02
0.00925      	2.836262e-02
0.0093       	2.836261e-02
0.00935      	2.836262e-02
0.0094       	2.836261e-02
0.00945      	2.836262e-02
0.0095       	2.836262e-02
0.00955      	2.836262e-02
0.0096       	2.836262e-02
0.00965      	2.836261e-02
0.0097       	2.836261e-02
0.00975      	2.836262e-02
0.0098       	2.836262e-02
0.00985      	2.836261e-02
0.0099       	2.836262e-02
0.00995      	2.836261e-02
0.01         	2.836262e-02
0.01005      	2.836261e-02
0.0101       	2.836262e-02
0.01015      	2.836261e-02
0.0102       	2.836261e-02
0.01025      	2.836262e-02
0.0103       	2.836262e-02
0.01035      	2.836262e-02
0.0104       	2.836260e-02
0.01045      	2.836262e-02
0.0105       	2.836262e-02
0.01055      	2.836263e-02
0.0106       	2.836261e-02
0.01065      	2.836262e-02
0.0107       	2.836261e-02
0.01075      	2.836262e-02
